error,frequency (percentage)
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/MAE_417_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=MAE&catalogNbr=417',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/MAE_404_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=MAE&catalogNbr=404',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/MAE_341_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=MAE&catalogNbr=341',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/IEE_475_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=IEE&catalogNbr=475',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/IEE_474_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=IEE&catalogNbr=474',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/IEE_470_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=IEE&catalogNbr=470',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/EEE_434_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=EEE&catalogNbr=434',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/EEE_425_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=EEE&catalogNbr=425',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/AEE_465_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=AEE&catalogNbr=465',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/EEE_407_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=EEE&catalogNbr=407',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CEE_483_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CEE&catalogNbr=483',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CEE_475_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CEE&catalogNbr=475',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CEE_474_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CEE&catalogNbr=474',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CEE_467_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CEE&catalogNbr=467',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CEE_466_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CEE&catalogNbr=466',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CEE_462_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CEE&catalogNbr=462',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CEE_452_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CEE&catalogNbr=452',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CEE_441_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CEE&catalogNbr=441',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CEE_440_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CEE&catalogNbr=440',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CEE_432_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CEE&catalogNbr=432',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CEE_412_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CEE&catalogNbr=412',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/BME_494_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=BME&catalogNbr=494',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/BME_416_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=BME&catalogNbr=416',0.020799
'ascii' codec can't encode character '\u200b' in position 210: ordinal not in range(128),0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/BME_413_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=BME&catalogNbr=413',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/BME_350_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=BME&catalogNbr=350',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/BIO_345_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=BIO&catalogNbr=345',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/BIO_343_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=BIO&catalogNbr=343',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/BIO_340_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=BIO&catalogNbr=340',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/BCH_462_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=BCH&catalogNbr=462',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/BCH_461_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=BCH&catalogNbr=461',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/BCH_361_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=BCH&catalogNbr=361',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/AME_435_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=AME&catalogNbr=435',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/AME_430_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=AME&catalogNbr=430',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/AEE_468_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=AEE&catalogNbr=468',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CEE_486_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CEE&catalogNbr=486',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CHE_342_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CHE&catalogNbr=342',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CHE_432_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CHE&catalogNbr=432',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CSE_325_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CSE&catalogNbr=325',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/EEE_404_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=EEE&catalogNbr=404',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/EEE_360_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=EEE&catalogNbr=360',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/EEE_350_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=EEE&catalogNbr=350',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/EEE_335_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=EEE&catalogNbr=335',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/EEE_333_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=EEE&catalogNbr=333',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/EEE_304_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=EEE&catalogNbr=304',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/DAT_402_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=DAT&catalogNbr=402',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/DAT_401_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=DAT&catalogNbr=401',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/DAT_301_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=DAT&catalogNbr=301',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/DAT_300_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=DAT&catalogNbr=300',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CSE_335_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CSE&catalogNbr=335',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CSE_320_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CSE&catalogNbr=320',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CHE_442_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CHE&catalogNbr=442',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CPI_462_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CPI&catalogNbr=462',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CPI_460_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CPI&catalogNbr=460',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CPI_411_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CPI&catalogNbr=411',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CPI_360_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CPI&catalogNbr=360',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CPI_350_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CPI&catalogNbr=350',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CPI_311_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CPI&catalogNbr=311',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CIS_415_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CIS&catalogNbr=415',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CHE_475_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CHE&catalogNbr=475',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CHE_469_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CHE&catalogNbr=469',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CHE_462_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CHE&catalogNbr=462',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CHE_461_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CHE&catalogNbr=461',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/CEE_481_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=CEE&catalogNbr=481',0.020799
unknown url type: '/major-map/courseInfo?tooltipUrl=/programs/tooltipdynamic/course2/EEE_443_&catalogUrl=https://catalog.apps.asu.edu/catalog/courses/courselist?subject=EEE&catalogNbr=443',0.020799
URL can't contain control characters. '/tel:(800) 544-7223' (found at least ' '),0.020799
HTTP Error 301: Moved Permanently - Redirection to url 'mailto:kjones@whitworth.edu/' is not allowed,0.020799
'utf-8' codec can't decode byte 0xa5 in position 14: invalid start byte,0.020799
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.rwu.edu%2Fpreview_program.php%3Fcatoid%3D6%26poid%3D2131&t=I just discovered 'Computer Science, B.S.' at Roger Williams University"" (found at least ' ')",0.020799
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.rwu.edu%2Fpreview_program.php%3Fcatoid%3D6%26poid%3D2131&t=Check out this program at Roger Williams University' (found at least ' '),0.020799
HTTP Error 301: Moved Permanently - Redirection to url 'tel:5097771000/' is not allowed,0.020799
'utf-8' codec can't decode bytes in position 15-16: invalid continuation byte,0.020799
URL can't contain control characters. '/mailto: columbiacollege@columbia.edu' (found at least ' '),0.020799
HTTP Error 301: Moved Permanently - Redirection to url 'mailto:mailto:qmao@whitworth.edu/' is not allowed,0.020799
'utf-8' codec can't decode byte 0xff in position 176: invalid start byte,0.020799
HTTP Error 301: Moved Permanently - Redirection to url 'mailto:mailto:sgriffith@whitworth.edu/' is not allowed,0.020799
HTTP Error 301: Moved Permanently - Redirection to url 'mailto:ptucker@whitworth.edu/' is not allowed,0.020799
URL can't contain control characters. '/pdf/2024-2025 Undergraduate Catalog.pdf' (found at least ' '),0.020799
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.ogp.columbia.edu'. (_ssl.c:1129)",0.020799
URL can't contain control characters. '/pdf/2024-2025 Graduate Catalog.pdf' (found at least ' '),0.020799
'utf-8' codec can't decode byte 0x9c in position 131: invalid start byte,0.020799
URL can't contain control characters. '/ICS/Help/J1/Campus Portal Features/en/student_introduction.html' (found at least ' '),0.020799
URL can't contain control characters. '/resources/courseguides/CG_AG 281_FA 2021.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/resources/courseguides/CG_AC 227_SP2021.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/resources/courseguides/CG_AG 215_FA 2021.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/resources/courseguides/CG_AC 430_Fall 2021.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/resources/courseguides/CG_AG 299_FA 2021.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/resources/courseguides/CG_AC 400_Spring 2021.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/resources/courseguides/CG_AC 330_Spring 2021.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/resources/courseguides/CG_AC240_Fall 2021.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/resources/courseguides/CG_AC 228_Fall 2021.pdf' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0x8d in position 1: invalid start byte,0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.owlbookshop.com'. (_ssl.c:1129)",0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'citruscollege.edu'. (_ssl.c:1129)",0.010399
URL can't contain control characters. '/resources/2023 - 2027 Academic Calendar  5312023 BoR Approved.pdf' (found at least ' '),0.010399
"URL can't contain control characters. '/pdf/2024-2025 Catalog, Final.pdf' (found at least ' ')",0.010399
'utf-8' codec can't decode byte 0xa9 in position 6618: invalid start byte,0.010399
URL can't contain control characters. '/resources/courseguides/CG_CS227_Spring 2022.pdf' (found at least ' '),0.010399
